registros,Crit_Julg,Cmp_Gru,I_Cmp,I_Und,DS_ITCP_MODELO_VERSAO,Pref_Nac,Vant ??,Sustent,Pref_Adic,Vant Adic ??,Tipo_Obj,CritVal,Vl_Sigilo,Tp_Reduc,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"EMBALAGEM 400,00 G",NESTLE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 1,00 KG",ARROZ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,xodomilho,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",200G,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",CAIXA 200G,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",MARIZA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,QUILOGRAMA,"Carne Bovina de Segunda Qualidade, limpa sem ossos",Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",NESTLE,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",PCT,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",Variado,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,KG,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"LATA 400,00 G",Lata de 400g,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",PACOTE 500 G,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",MUCILON,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",EMBALAGEM 500 G,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",FARINHA ARROZ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G","FARINHA ARROZ, INGREDIENTE PRÉ-COZIDO, CARACTERÍST",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",EMB 500 G,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,PACOTE/CESTA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,POLIDO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,PUREZA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,SABOR SUL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,SACO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,TIARAJU,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,TIO JORGE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,VIDE DESCRIÇÃO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,BRILHADOR DE ARROZ ( POLIDOR DE ARROZ ),QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,UNIDADE,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,ARROZ,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,"Arroz: polido, longo fino, tipo 1, emb 5 quilos",Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,DELATE,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,MOENDA,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,PACOTE 5KG/TOP,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,qualimax,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,SACA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,SACO DE 30 KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,SC.20KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,TONELADA,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,PACOTE 1 QUILOGRAMA,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,CASCA ARROZ,M³,Casca de arroz proveniente da industrialização do,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ BEN,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Doura,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",0,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",MOENDA/ APAGRI,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Embalagem de 1 KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Fazendinha,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG PACOTE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",santa fé,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PCT DE 1KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",QUILOGRAMA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",RAMPINELLI,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",S4A,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PCT 1KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",OUTROS,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PACOTE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PADRÃO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PCT,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",Embalagem 5kg,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",embalagem de 5kg,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",JABORANDI,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",KI BÃO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",MENININHA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",Moreira,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ BENEFICIADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",arroz branco,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ LONGO FINO TIPO 1 ARROZ AGULHINHA TIPO 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ T1 CONFORME EDITAL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ TIPO 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ TIPO1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ATRAÇÃO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",BUTUÍ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",TIO ROMÃO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",TIPO 1 LONGO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",TP 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",unid,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",UNIDADE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Zilmar,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",*,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",2KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",BELLA-DICA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",emb. 2 kg,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 5 KG,031/2021,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",.,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",": Arroz beneficiado, tipo: agulhinha,branco, subgr",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",05 KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",2020/2020,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ACOSTUMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",AGULHINHA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ,PCT C/ 5KG,ARROZ,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PCTE 5 KGS,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,Parboilizado,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,.........................................,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,.Pacote de 1 kg a 5 kg,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,1KG,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,3783282,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,arroz camil 1kg,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,ARROZ INTEGRAL TIPO 1,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,ARROZ PARBOILIZADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTE 5KG,ISENTO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTE C/ 1000G,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTE COM 5KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTE COM 5KG,ARROZ,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTE DE 5 QUILOS,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PACOTES C/ 05 KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PCT,DALON,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PCT 5 K CADA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,DO CARVALHO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,Embalagem com 1Kg,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,embalagem personalizada de 1 Kg,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,FIGURAO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",TIA MARIA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",TIO LINO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,ARROZ TIPO PARBOLIZADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,bianco,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,BOA SAFRA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,BRANCO INTEGRAL ORGÂNICO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,celia,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Arroz / branco,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG","ARROZ ARBÓREO, EMBALAGEM DE 1KG",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ BENEFICIADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ PRIMEIRA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG","ARROZ, LONGO FINO TIPO 1, BRANCO",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",BRANCO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CARACTERISTICO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CAXANGA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",cereais,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Cereais Célia,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 1 KG,Embalagem 1 KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
